2,50,12500,98,A
0,13,3250,28,A
1,16,4000,35,A
2,20,5000,45,A
1,24,6000,77,B
4,4,1000,4,B
2,7,1750,14,A
1,12,3000,35,B
2,9,2250,22,A
5,46,11500,98,A
4,23,5750,58,B
0,3,750,4,B
2,10,2500,28,A
1,13,3250,47,B
2,6,1500,15,A
2,5,1250,11,A
2,14,3500,48,A
2,15,3750,49,A
2,6,1500,15,A
2,3,750,4,A
2,3,750,4,A
4,11,2750,28,B
2,6,1500,16,A
2,6,1500,16,A
9,9,2250,16,B
4,14,3500,40,B
4,6,1500,14,B
4,12,3000,34,A
4,5,1250,11,A
4,8,2000,21,B
1,14,3500,58,B
4,10,2500,28,A
4,10,2500,28,A
4,9,2250,26,A
2,16,4000,64,B
2,8,2000,28,A
2,12,3000,47,A
4,6,1500,16,A
2,14,3500,57,A
4,7,1750,22,A
2,13,3250,53,A
2,5,1250,16,B
2,5,1250,16,A
2,5,1250,16,B
4,20,5000,69,A
4,9,2250,28,A
2,9,2250,36,B
2,2,500,2,B
2,2,500,2,B
2,2,500,2,B
2,11,2750,46,B
2,11,2750,46,A
2,6,1500,22,B
2,12,3000,52,B
4,5,1250,14,A
4,19,4750,69,A
4,8,2000,26,A
2,7,1750,28,A
2,16,4000,81,B
3,6,1500,21,B
2,7,1750,29,B
2,8,2000,35,A
2,10,2500,49,B
4,5,1250,16,A
2,3,750,9,A
3,16,4000,74,B
2,4,1000,14,A
0,2,500,4,B
4,7,1750,25,B
1,9,2250,51,B
2,4,1000,16,B
2,4,1000,16,B
4,17,4250,71,A
2,2,500,4,B
2,2,500,4,A
2,2,500,4,A
2,4,1000,16,A
2,2,500,4,B
2,2,500,4,B
2,2,500,4,B
4,6,1500,23,A
2,4,1000,16,B
2,4,1000,16,B
2,4,1000,16,B
2,6,1500,28,A
2,6,1500,28,B
4,2,500,4,B
4,2,500,4,B
4,2,500,4,B
2,7,1750,35,A
4,2,500,4,A
4,2,500,4,B
4,2,500,4,B
4,2,500,4,B
12,11,2750,23,B
4,7,1750,28,B
3,17,4250,86,B
4,9,2250,38,A
4,4,1000,14,A
5,7,1750,26,A
4,8,2000,34,A
2,13,3250,76,A
4,9,2250,40,B
2,5,1250,26,B
2,5,1250,26,B
6,17,4250,70,B
0,8,2000,59,B
3,5,1250,26,B
2,3,750,14,B
2,10,2500,64,B
4,5,1250,23,A
4,9,2250,46,B
4,5,1250,23,B
4,8,2000,40,A
2,12,3000,82,B
11,24,6000,64,B
2,7,1750,46,A
4,11,2750,61,B
1,7,1750,57,B
2,11,2750,79,A
2,3,750,16,A
4,5,1250,26,A
2,6,1500,41,A
2,5,1250,33,A
2,4,1000,26,B
2,5,1250,34,B
4,8,2000,46,A
2,4,1000,26,B
4,8,2000,48,A
2,2,500,10,A
4,5,1250,28,B
2,12,3000,95,B
2,2,500,10,B
4,6,1500,35,B
2,11,2750,88,B
2,3,750,19,B
2,5,1250,37,B
2,12,3000,98,B
9,5,1250,19,B
2,2,500,11,B
2,9,2250,74,B
5,14,3500,86,B
4,3,750,16,B
4,3,750,16,B
4,2,500,9,A
4,3,750,16,A
6,3,750,14,B
2,2,500,11,B
2,2,500,11,A
2,2,500,11,B
2,7,1750,58,A
4,6,1500,39,B
4,11,2750,78,B
2,1,250,2,A
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,A
2,1,250,2,A
2,1,250,2,A
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
11,10,2500,35,B
11,4,1000,16,A
4,5,1250,33,A
4,6,1500,41,A
2,3,750,22,B
4,4,1000,26,A
10,4,1000,16,B
2,4,1000,35,B
4,12,3000,88,B
13,8,2000,26,B
11,9,2250,33,B
4,5,1250,34,B
4,4,1000,26,B
8,15,3750,77,B
4,5,1250,35,A
4,7,1750,52,B
4,7,1750,52,B
2,4,1000,35,B
11,11,2750,42,B
2,2,500,14,B
2,5,1250,47,A
9,8,2000,38,A
4,6,1500,47,B
11,7,1750,29,B
9,9,2250,45,B
4,6,1500,52,B
4,7,1750,58,B
6,2,500,11,A
4,7,1750,58,B
11,9,2250,38,B
11,6,1500,26,B
2,2,500,16,B
2,7,1750,76,B
11,6,1500,27,B
11,3,750,14,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,A
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,A
4,1,250,4,A
4,1,250,4,B
4,1,250,4,A
4,1,250,4,A
4,1,250,4,B
4,3,750,24,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,A
4,1,250,4,B
10,8,2000,39,B
14,7,1750,26,B
8,10,2500,63,B
11,3,750,15,B
4,2,500,14,B
2,4,1000,43,B
8,9,2250,58,B
8,8,2000,52,A
11,22,5500,98,B
4,3,750,25,A
11,17,4250,79,A
9,2,500,11,B
4,5,1250,46,B
11,12,3000,58,B
7,12,3000,86,B
11,2,500,11,B
11,2,500,11,B
11,2,500,11,B
2,6,1500,75,B
11,8,2000,41,A
11,3,750,16,A
12,13,3250,59,B
2,3,750,35,B
16,8,2000,28,B
11,7,1750,37,B
4,3,750,28,B
12,12,3000,58,B
4,4,1000,41,B
11,14,3500,73,A
2,2,500,23,B
2,3,750,38,A
4,5,1250,58,B
4,4,1000,43,A
3,2,500,23,B
11,8,2000,46,B
4,7,1750,82,B
13,4,1000,21,B
16,11,2750,40,B
16,7,1750,28,B
7,2,500,16,B
4,5,1250,58,B
4,5,1250,58,B
4,4,1000,46,B
14,13,3250,57,B
4,3,750,34,B
14,18,4500,78,B
11,8,2000,48,B
14,16,4000,70,B
14,4,1000,22,A
14,5,1250,26,B
8,2,500,16,B
11,5,1250,33,B
11,2,500,14,B
4,2,500,23,B
9,2,500,16,A
14,5,1250,28,A
14,3,750,19,A
14,4,1000,23,A
16,12,3000,50,B
11,4,1000,28,B
11,5,1250,35,B
11,5,1250,35,B
2,4,1000,70,B
14,5,1250,28,B
14,2,500,14,B
14,2,500,14,B
14,2,500,14,B
14,2,500,14,B
14,2,500,14,B
14,2,500,14,B
2,3,750,52,B
14,6,1500,34,B
11,5,1250,37,A
4,5,1250,74,B
11,3,750,23,B
16,4,1000,23,B
16,3,750,19,B
11,5,1250,38,B
11,2,500,16,B
12,9,2250,60,B
9,1,250,9,B
9,1,250,9,B
4,2,500,29,B
11,2,500,17,B
14,4,1000,26,B
11,9,2250,72,A
11,5,1250,41,B
15,16,4000,82,B
9,5,1250,51,A
11,4,1000,34,B
14,8,2000,50,A
16,7,1750,38,B
14,2,500,16,B
2,2,500,41,B
14,16,4000,98,B
14,4,1000,28,A
16,7,1750,39,B
14,7,1750,47,B
16,6,1500,35,B
16,6,1500,35,A
11,7,1750,62,A
16,2,500,16,B
16,3,750,21,A
11,3,750,28,B
11,7,1750,64,B
11,1,250,11,A
9,3,750,34,B
14,4,1000,30,B
23,38,9500,98,B
11,6,1500,58,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,2,500,21,B
11,5,1250,50,B
11,2,500,21,B
16,4,1000,28,B
4,2,500,41,B
16,6,1500,40,B
14,3,750,26,B
9,2,500,26,B
21,16,4000,64,B
14,6,1500,51,B
11,2,500,24,B
4,3,750,71,B
21,13,3250,57,B
11,6,1500,71,B
14,2,500,21,A
23,15,3750,57,B
14,4,1000,38,B
11,2,500,26,B
16,5,1250,40,A
4,2,500,51,A
14,3,750,31,B
4,2,500,52,B
9,4,1000,65,B
14,4,1000,40,B
11,3,750,40,A
14,5,1250,50,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,7,1750,72,B
14,1,250,14,B
14,1,250,14,B
9,3,750,52,B
14,7,1750,73,B
11,4,1000,58,B
11,4,1000,59,B
4,2,500,59,B
11,4,1000,61,B
16,4,1000,40,B
16,10,2500,89,B
21,2,500,21,A
21,3,750,26,B
16,8,2000,76,B
21,3,750,26,A
18,2,500,23,B
23,5,1250,33,B
23,8,2000,46,B
16,3,750,34,B
14,5,1250,64,B
14,3,750,41,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,4,1000,45,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,2,500,26,B
21,2,500,23,B
16,2,500,27,B
21,2,500,23,B
21,2,500,23,B
14,4,1000,57,B
16,5,1250,60,B
23,2,500,23,B
14,5,1250,74,B
23,3,750,28,B
16,3,750,40,B
9,2,500,52,B
9,2,500,52,B
16,7,1750,87,A
14,4,1000,64,B
14,2,500,35,B
16,7,1750,93,B
21,2,500,25,B
14,3,750,52,B
23,14,3500,93,B
18,8,2000,95,B
16,3,750,46,B
11,3,750,76,B
11,2,500,52,B
11,3,750,76,B
23,12,3000,86,B
21,3,750,35,B
23,2,500,26,B
23,2,500,26,B
23,8,2000,64,B
16,3,750,50,B
23,3,750,33,B
21,3,750,38,B
23,2,500,28,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,B
21,1,250,21,A
21,1,250,21,B
21,1,250,21,B
21,5,1250,60,B
23,4,1000,45,B
21,4,1000,52,B
22,1,250,22,A
11,2,500,70,B
23,5,1250,58,B
23,3,750,40,B
23,3,750,41,B
14,3,750,83,B
21,2,500,35,B
26,5,1250,49,A
23,6,1500,70,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,4,1000,53,B
21,6,1500,86,B
23,3,750,48,B
21,2,500,41,B
21,3,750,64,B
16,2,500,70,B
21,3,750,70,B
23,4,1000,87,B
23,3,750,89,B
23,2,500,87,B
35,3,750,64,B
38,1,250,38,B
38,1,250,38,B
40,1,250,40,B
74,1,250,74,B
2,43,10750,86,A
6,22,5500,28,A
2,34,8500,77,A
2,44,11000,98,B
0,26,6500,76,A
2,41,10250,98,A
3,21,5250,42,A
2,11,2750,23,B
2,21,5250,52,A
2,13,3250,32,A
4,4,1000,4,A
2,11,2750,26,B
2,11,2750,28,B
3,14,3500,35,B
4,16,4000,38,A
4,6,1500,14,B
3,5,1250,12,A
4,33,8250,98,A
3,10,2500,33,A
4,10,2500,28,A
2,11,2750,40,A
2,11,2750,41,A
4,13,3250,39,A
1,10,2500,43,A
4,9,2250,28,B
2,4,1000,11,B
2,5,1250,16,A
2,15,3750,64,B
5,24,6000,79,B
2,6,1500,22,A
4,5,1250,16,A
2,4,1000,14,A
4,8,2000,28,B
2,4,1000,14,B
2,6,1500,26,B
4,5,1250,16,A
2,7,1750,32,A
2,6,1500,26,A
2,8,2000,38,A
2,2,500,4,A
2,6,1500,28,A
2,10,2500,52,B
4,16,4000,70,A
4,2,500,4,A
1,14,3500,95,B
4,2,500,4,A
7,14,3500,48,B
2,3,750,11,B
2,12,3000,70,A
4,7,1750,32,A
4,4,1000,16,B
2,6,1500,35,A
4,6,1500,28,A
2,3,750,14,B
2,4,1000,23,B
4,4,1000,18,B
5,6,1500,28,B
4,6,1500,30,B
14,5,1250,14,B
3,8,2000,50,B
4,11,2750,64,A
4,9,2250,52,B
4,16,4000,98,A
7,10,2500,47,B
4,14,3500,86,B
2,9,2250,75,B
4,6,1500,35,B
4,9,2250,55,B
4,6,1500,35,A
2,6,1500,45,B
2,6,1500,47,B
4,2,500,9,B
2,2,500,11,A
2,2,500,11,B
2,2,500,11,A
4,6,1500,38,A
3,4,1000,29,A
9,9,2250,38,B
11,5,1250,18,B
2,3,750,21,B
2,1,250,2,B
2,1,250,2,A
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,A
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
2,1,250,2,B
11,11,2750,38,B
2,3,750,22,B
9,11,2750,49,A
5,11,2750,75,B
3,5,1250,38,B
3,1,250,3,A
4,6,1500,43,B
2,3,750,24,B
12,11,2750,39,B
2,2,500,14,B
4,6,1500,46,B
9,3,750,14,B
14,8,2000,26,B
4,2,500,13,B
4,11,2750,95,B
2,7,1750,77,B
2,7,1750,77,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,A
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,B
4,1,250,4,A
4,1,250,4,B
4,7,1750,62,B
4,1,250,4,B
4,4,1000,34,A
11,6,1500,28,B
13,3,750,14,A
7,5,1250,35,B
9,9,2250,54,B
11,2,500,11,B
2,5,1250,63,B
7,11,2750,89,B
8,9,2250,64,B
2,2,500,22,B
6,3,750,26,B
12,15,3750,71,B
13,3,750,16,B
11,16,4000,89,B
4,5,1250,58,B
14,7,1750,35,B
11,4,1000,27,B
7,9,2250,89,A
11,8,2000,52,A
7,5,1250,52,B
11,6,1500,41,B
10,5,1250,38,B
14,2,500,14,A
14,2,500,14,B
14,2,500,14,B
2,2,500,33,B
11,3,750,23,B
14,8,2000,46,B
9,1,250,9,B
16,5,1250,27,B
14,4,1000,26,B
4,2,500,30,B
14,3,750,21,B
16,16,4000,77,B
4,2,500,31,B
14,8,2000,50,B
11,3,750,26,B
14,7,1750,45,B
15,5,1250,33,B
16,2,500,16,B
16,3,750,21,B
11,8,2000,72,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,B
11,1,250,11,A
11,1,250,11,B
2,3,750,75,A
2,3,750,77,B
16,4,1000,28,B
16,15,3750,87,B
16,14,3500,83,B
16,10,2500,62,B
16,3,750,23,B
14,3,750,26,B
23,19,4750,62,B
11,7,1750,75,B
14,3,750,28,B
20,14,3500,69,A
4,2,500,46,B
11,2,500,25,B
11,3,750,37,B
16,4,1000,33,B
21,7,1750,38,B
13,7,1750,76,B
16,6,1500,50,B
14,3,750,33,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
14,1,250,14,B
17,7,1750,58,A
14,3,750,35,B
14,3,750,35,B
16,7,1750,64,B
21,2,500,21,B
16,3,750,35,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
16,1,250,16,B
14,2,500,29,B
11,4,1000,74,B
11,2,500,38,A
21,6,1500,48,B
23,2,500,23,B
23,6,1500,45,B
14,2,500,35,A
16,6,1500,81,B
16,4,1000,58,B
16,5,1250,71,B
21,2,500,26,B
21,3,750,35,B
21,3,750,35,B
23,8,2000,69,B
21,3,750,38,B
23,3,750,35,B
21,3,750,40,B
23,2,500,28,B
21,1,250,21,B
21,1,250,21,B
25,6,1500,50,B
21,1,250,21,B
21,1,250,21,B
23,3,750,39,B
21,2,500,33,B
14,3,750,79,B
23,1,250,23,A
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,1,250,23,B
23,4,1000,52,B
23,1,250,23,B
23,7,1750,88,B
16,3,750,86,B
23,2,500,38,B
21,2,500,52,B
23,3,750,62,B
39,1,250,39,B
72,1,250,72,B
